seq	pos	mod	bio	strand	depth	gene	sample_group	seq_tech	lap_type
3	5580203	i6A|t6A	protein_coding	+	2284	AT3G16420	Col0_NT	GMUCT	gene
3	5619247	i6A|t6A	protein_coding	-	569	AT3G16520	Col0_NT	GMUCT	gene
3	6194142	m1G	protein_coding	+	4276.5	AT3G18080	Col0_NT	GMUCT	gene
3	6314045	m1G	protein_coding	+	1004	AT3G18390	Col0_NT	GMUCT	gene
3	6314046	m1G	protein_coding	+	962	AT3G18390	Col0_NT	GMUCT	gene
3	6314047	i6A|t6A	protein_coding	+	904	AT3G18390	Col0_NT	GMUCT	gene
3	7140754	m1G	protein_coding	-	495	AT3G20470	Col0_NT	GMUCT	gene
3	7140756	Y	protein_coding	-	506.5	AT3G20470	Col0_NT	GMUCT	gene
3	8411252	Y	protein_coding	+	1791	AT3G23450	Col0_NT	GMUCT	gene
3	8411369	m1A|m1I|ms2i6A	protein_coding	+	3301.5	AT3G23450	Col0_NT	GMUCT	gene
3	8411370	m1G	protein_coding	+	3246.5	AT3G23450	Col0_NT	GMUCT	gene
3	8411371	m1G	protein_coding	+	3157	AT3G23450	Col0_NT	GMUCT	gene
3	8411669	m3C	protein_coding	+	1742	AT3G23450	Col0_NT	GMUCT	gene
3	8411672	D	protein_coding	+	1643	AT3G23450	Col0_NT	GMUCT	gene
3	8411771	Y	protein_coding	+	684.5	AT3G23450	Col0_NT	GMUCT	gene
3	8534335	D	protein_coding	+	93.5	AT3G23710	Col0_NT	GMUCT	gene
3	8604969	Y	protein_coding	+	640.5	AT3G23820	Col0_NT	GMUCT	gene
3	8732235	m1G	protein_coding	-	207	AT3G24170	Col0_NT	GMUCT	gene
3	8732236	Y	protein_coding	-	234.5	AT3G24170	Col0_NT	GMUCT	gene
3	9306346	Y	protein_coding	+	237.5	AT3G25597	Col0_NT	GMUCT	gene
3	9796072	Y	protein_coding	+	1273.5	AT3G26650	Col0_NT	GMUCT	gene
3	10319228	Y	protein_coding	+	2844.5	AT3G27830	Col0_NT	GMUCT	gene
3	15406374	Y	protein_coding	+	335	AT3G43520	Col0_NT	GMUCT	gene
3	16528651	Y	protein_coding	+	510	AT3G45140	Col0_NT	GMUCT	gene
3	16907821	Y	protein_coding	-	364.5	AT3G46000	Col0_NT	GMUCT	gene
3	17493909	Y	protein_coding	-	2288.5	AT3G47470	Col0_NT	GMUCT	gene
3	17493912	m3C	protein_coding	-	2871	AT3G47470	Col0_NT	GMUCT	gene
3	18504848	Y	protein_coding	+	3790.5	AT3G49910	Col0_NT	GMUCT	gene
3	18855516	Y	protein_coding	-	682	AT3G50740	Col0_NT	GMUCT	gene
3	18855519	D	protein_coding	-	784.5	AT3G50740	Col0_NT	GMUCT	gene
3	19117986	m1A|m1I|ms2i6A	protein_coding	-	408	AT3G51550	Col0_NT	GMUCT	gene
3	19331332	D	protein_coding	+	531.5	AT3G52120	Col0_NT	GMUCT	gene
3	19422888	D	protein_coding	+	671	AT3G52380	Col0_NT	GMUCT	gene
3	20018196	Y	protein_coding	+	1377	AT3G54050	Col0_NT	GMUCT	gene
3	20018198	Y	protein_coding	+	1113	AT3G54050	Col0_NT	GMUCT	gene
3	21948955	m1A|m1I|ms2i6A	protein_coding	-	626	AT3G59400	Col0_NT	GMUCT	gene
3	21948955	m1A|m1I|ms2i6A	protein_coding	-	626	AT3G59410	Col0_NT	GMUCT	gene
3	22956328	m1G	protein_coding	-	300.5	AT3G61980	Col0_NT	GMUCT	gene
3	22975300	i6A|t6A	protein_coding	+	1229.5	AT3G62030	Col0_NT	GMUCT	gene
3	23052786	m3C	protein_coding	+	2624.5	AT3G62290	Col0_NT	GMUCT	gene
3	23091106	Y	protein_coding	+	504.5	AT3G62410	Col0_NT	GMUCT	gene
3	23326702	m1A|m1I|ms2i6A	protein_coding	+	359	AT3G63130	Col0_NT	GMUCT	gene
4	808616	m1G	protein_coding	-	1233.5	AT4G01870	Col0_NT	GMUCT	gene
4	808617	Y	protein_coding	-	1384.5	AT4G01870	Col0_NT	GMUCT	gene
4	1562490	i6A|t6A	protein_coding	-	1219.5	AT4G03520	Col0_NT	GMUCT	gene
4	6301921	i6A|t6A	protein_coding	-	446.5	AT4G10080	Col0_NT	GMUCT	gene
4	6301922	m1G	protein_coding	-	456.5	AT4G10080	Col0_NT	GMUCT	gene
4	6409461	Y	protein_coding	+	1425.5	AT4G10340	Col0_NT	GMUCT	gene
4	6888845	D	protein_coding	+	4674	AT4G11320	Col0_NT	GMUCT	gene
4	7868714	Y	protein_coding	+	235.5	AT4G13530	Col0_NT	GMUCT	gene
4	7924707	D	protein_coding	+	861	AT4G13615	Col0_NT	GMUCT	gene
4	8345099	D	protein_coding	+	290	AT4G14540	Col0_NT	GMUCT	gene
4	8917551	Y	protein_coding	+	309	AT4G15630	Col0_NT	GMUCT	gene
4	8917555	D	protein_coding	+	252	AT4G15630	Col0_NT	GMUCT	gene
4	9293642	D	protein_coding	-	81	AT4G16490	Col0_NT	GMUCT	gene
4	9714329	D	protein_coding	-	4983.5	AT4G17390	Col0_NT	GMUCT	gene
4	9714330	D	protein_coding	-	5000	AT4G17390	Col0_NT	GMUCT	gene
4	10676219	i6A|t6A	protein_coding	+	115.5	AT4G19600	Col0_NT	GMUCT	gene
4	10941597	D	protein_coding	+	464.5	AT4G20260	Col0_NT	GMUCT	gene
4	11334454	m1A|m1I|ms2i6A	protein_coding	+	330.5	AT4G21280	Col0_NT	GMUCT	gene
4	11334455	D	protein_coding	+	306.5	AT4G21280	Col0_NT	GMUCT	gene
4	12007282	i6A|t6A	protein_coding	+	311	AT4G22890	Col0_NT	GMUCT	gene
4	12337233	D	protein_coding	-	1230.5	AT4G23680	Col0_NT	GMUCT	gene
4	12505394	Y	protein_coding	+	242	AT4G24060	Col0_NT	GMUCT	gene
4	12766236	m1A|m1I|ms2i6A	protein_coding	-	261	AT4G24770	Col0_NT	GMUCT	gene
4	13076993	Y	protein_coding	-	1003.5	AT4G25640	Col0_NT	GMUCT	gene
4	13882857	Y	protein_coding	+	347.5	AT4G27870	Col0_NT	GMUCT	gene
4	14288812	m1G	protein_coding	+	82.5	AT4G28980	Col0_NT	GMUCT	gene
4	14305361	m1G	protein_coding	+	2227.5	AT4G29020	Col0_NT	GMUCT	gene
4	14305465	Y	protein_coding	+	327.5	AT4G29020	Col0_NT	GMUCT	gene
4	14307585	m1G	protein_coding	+	851.5	AT4G29030	Col0_NT	GMUCT	gene
4	14764442	D	protein_coding	+	640.5	AT4G30170	Col0_NT	GMUCT	gene
4	16169690	i6A|t6A	protein_coding	-	486	AT4G33670	Col0_NT	GMUCT	gene
4	16234100	i6A|t6A	protein_coding	-	1168	AT4G33865	Col0_NT	GMUCT	gene
4	16234101	m1A|m1I|ms2i6A	protein_coding	-	1243.5	AT4G33865	Col0_NT	GMUCT	gene
4	16348397	m1A|m1I|ms2i6A	protein_coding	-	1647	AT4G34138	Col0_NT	GMUCT	gene
4	16348398	m1G	protein_coding	-	1890.5	AT4G34138	Col0_NT	GMUCT	gene
4	16348399	m1A|m1I|ms2i6A	protein_coding	-	2240.5	AT4G34138	Col0_NT	GMUCT	gene
4	16348400	m1G	protein_coding	-	2444.5	AT4G34138	Col0_NT	GMUCT	gene
4	16348397	m1A|m1I|ms2i6A	protein_coding	-	1647	AT4G34139	Col0_NT	GMUCT	gene
4	16348398	m1G	protein_coding	-	1890.5	AT4G34139	Col0_NT	GMUCT	gene
4	16348399	m1A|m1I|ms2i6A	protein_coding	-	2240.5	AT4G34139	Col0_NT	GMUCT	gene
4	16348400	m1G	protein_coding	-	2444.5	AT4G34139	Col0_NT	GMUCT	gene
4	16558216	Y	protein_coding	+	517	AT4G34700	Col0_NT	GMUCT	gene
4	16614749	m1A|m1I|ms2i6A	protein_coding	+	2408	AT4G34870	Col0_NT	GMUCT	gene
4	16614750	m1G	protein_coding	+	2273	AT4G34870	Col0_NT	GMUCT	gene
4	16614751	m1G	protein_coding	+	2137	AT4G34870	Col0_NT	GMUCT	gene
4	16614752	i6A|t6A	protein_coding	+	1912.5	AT4G34870	Col0_NT	GMUCT	gene
4	16904714	D	protein_coding	+	113	AT4G35630	Col0_NT	GMUCT	gene
4	17309885	D	protein_coding	-	597	AT4G36730	Col0_NT	GMUCT	gene
4	17775435	Y	protein_coding	-	127.5	AT4G37800	Col0_NT	GMUCT	gene
4	17831849	Y	protein_coding	-	3842	AT4G37930	Col0_NT	GMUCT	gene
4	18072530	D	protein_coding	-	343	AT4G38680	Col0_NT	GMUCT	gene
4	18115791	m1G	protein_coding	-	200	AT4G38810	Col0_NT	GMUCT	gene
4	18469674	Y	protein_coding	-	272.5	AT4G39800	Col0_NT	GMUCT	gene
4	18469676	m1G	protein_coding	-	341	AT4G39800	Col0_NT	GMUCT	gene
4	18541313	m1A|m1I|ms2i6A	protein_coding	+	253	AT4G39980	Col0_NT	GMUCT	gene
4	18557484	Y	protein_coding	-	4984.5	AT4G40040	Col0_NT	GMUCT	gene
4	18557504	D	protein_coding	-	12440	AT4G40040	Col0_NT	GMUCT	gene
5	33890	m1G	protein_coding	+	226	AT5G01090	Col0_NT	GMUCT	gene
5	427120	Y	protein_coding	+	2015	AT5G02160	Col0_NT	GMUCT	gene
5	427121	Y	protein_coding	+	1995.5	AT5G02160	Col0_NT	GMUCT	gene
5	427131	D	protein_coding	+	1219	AT5G02160	Col0_NT	GMUCT	gene
5	507152	Y	protein_coding	-	856	AT5G02380	Col0_NT	GMUCT	gene
5	832244	m1G	protein_coding	-	243.5	AT5G03380	Col0_NT	GMUCT	gene
5	1137398	D	protein_coding	+	358	AT5G04140	Col0_NT	GMUCT	gene
5	1325317	m1A|m1I|ms2i6A	protein_coding	+	826.5	AT5G04600	Col0_NT	GMUCT	gene
5	3277600	i6A|t6A	protein_coding	-	181.5	AT5G10430	Col0_NT	GMUCT	gene
5	3277602	m1G	protein_coding	-	246	AT5G10430	Col0_NT	GMUCT	gene
5	3277600	i6A|t6A	protein_coding	-	181.5	AT5G10435	Col0_NT	GMUCT	gene
5	3277602	m1G	protein_coding	-	246	AT5G10435	Col0_NT	GMUCT	gene
5	3916357	m1G	protein_coding	-	581.5	AT5G12110	Col0_NT	GMUCT	gene
5	3916360	D	protein_coding	-	864	AT5G12110	Col0_NT	GMUCT	gene
5	3916357	m1G	protein_coding	-	581.5	AT5G12120	Col0_NT	GMUCT	gene
5	3916360	D	protein_coding	-	864	AT5G12120	Col0_NT	GMUCT	gene
5	4387600	m1A|m1I|ms2i6A	protein_coding	-	882.5	AT5G13630	Col0_NT	GMUCT	gene
5	5639933	i6A|t6A	protein_coding	-	107.5	AT5G17160	Col0_NT	GMUCT	gene
5	5725669	D	protein_coding	-	111	AT5G17380	Col0_NT	GMUCT	gene
5	6215319	D	protein_coding	+	122.5	AT5G18640	Col0_NT	GMUCT	gene
5	6695411	D	protein_coding	-	192	AT5G19820	Col0_NT	GMUCT	gene
5	6695415	i6A|t6A	protein_coding	-	595	AT5G19820	Col0_NT	GMUCT	gene
5	6695416	m1G	protein_coding	-	608.5	AT5G19820	Col0_NT	GMUCT	gene
5	6836062	D	protein_coding	+	506.5	AT5G20250	Col0_NT	GMUCT	gene
5	6851749	m1A|m1I|ms2i6A	protein_coding	-	700	AT5G20290	Col0_NT	GMUCT	gene
5	7736923	i6A|t6A	protein_coding	-	172.5	AT5G23060	Col0_NT	GMUCT	gene
5	7736924	m1G	protein_coding	-	180	AT5G23060	Col0_NT	GMUCT	gene
5	9817092	D	protein_coding	+	826	AT5G27720	Col0_NT	GMUCT	gene
5	9817094	m1G	protein_coding	+	729.5	AT5G27720	Col0_NT	GMUCT	gene
5	16781171	Y	protein_coding	+	205	AT5G41920	Col0_NT	GMUCT	gene
5	17170621	m1G	protein_coding	-	448.5	AT5G42820	Col0_NT	GMUCT	gene
5	17170622	m1G	protein_coding	-	479.5	AT5G42820	Col0_NT	GMUCT	gene
5	18699645	D	protein_coding	+	1626.5	AT5G46110	Col0_NT	GMUCT	gene
5	18989026	m1G	protein_coding	-	161	AT5G46800	Col0_NT	GMUCT	gene
5	18989027	m1G	protein_coding	-	163	AT5G46800	Col0_NT	GMUCT	gene
5	19170501	Y	protein_coding	-	324.5	AT5G47210	Col0_NT	GMUCT	gene
5	19170502	i6A|t6A	protein_coding	-	361	AT5G47210	Col0_NT	GMUCT	gene
5	19170503	m1A|m1I|ms2i6A	protein_coding	-	444	AT5G47210	Col0_NT	GMUCT	gene
5	20245782	Y	protein_coding	+	134	AT5G49810	Col0_NT	GMUCT	gene
5	20551469	m1A|m1I|ms2i6A	protein_coding	-	375.5	AT5G50460	Col0_NT	GMUCT	gene
5	21172311	m1G	protein_coding	+	736	AT5G52100	Col0_NT	GMUCT	gene
5	21172312	m1G	protein_coding	+	733.5	AT5G52100	Col0_NT	GMUCT	gene
5	21172311	m1G	protein_coding	+	736	AT5G52110	Col0_NT	GMUCT	gene
5	21172312	m1G	protein_coding	+	733.5	AT5G52110	Col0_NT	GMUCT	gene
5	21765311	D	protein_coding	-	100.5	AT5G53580	Col0_NT	GMUCT	gene
5	22157972	Y	protein_coding	+	152	AT5G54540	Col0_NT	GMUCT	gene
5	22688838	Y	protein_coding	+	496	AT5G56030	Col0_NT	GMUCT	gene
5	23443267	D	protein_coding	+	517.5	AT5G57870	Col0_NT	GMUCT	gene
5	25111556	m1G	protein_coding	+	298.5	AT5G62560	Col0_NT	GMUCT	gene
5	25453687	m1A|m1I|ms2i6A	protein_coding	+	483.5	AT5G63570	Col0_NT	GMUCT	gene
5	25453688	m1G	protein_coding	+	482.5	AT5G63570	Col0_NT	GMUCT	gene
5	25704531	D	protein_coding	+	218	AT5G64260	Col0_NT	GMUCT	gene
5	26052527	i6A|t6A	protein_coding	-	301.5	AT5G65207	Col0_NT	GMUCT	gene
5	26052528	m1G	protein_coding	-	315	AT5G65207	Col0_NT	GMUCT	gene
5	26149948	D	protein_coding	-	324	AT5G65430	Col0_NT	GMUCT	gene
5	26300031	D	protein_coding	+	348	AT5G65730	Col0_NT	GMUCT	gene
5	26412287	D	protein_coding	-	568	AT5G66050	Col0_NT	GMUCT	gene
5	26412289	D	protein_coding	-	692.5	AT5G66050	Col0_NT	GMUCT	gene
Pt	25829	m1G	protein_coding	-	230	ATCG00190	Col0_NT	GMUCT	gene
Pt	33750	m1A|m1I|ms2i6A	protein_coding	+	1138.5	ATCG00270	Col0_NT	GMUCT	gene
Pt	33751	m3C	protein_coding	+	1137	ATCG00270	Col0_NT	GMUCT	gene
Pt	33750	m1A|m1I|ms2i6A	protein_coding	+	1138.5	ATCG00280	Col0_NT	GMUCT	gene
Pt	33751	m3C	protein_coding	+	1137	ATCG00280	Col0_NT	GMUCT	gene
Pt	127359	m1G	protein_coding	-	146.5	ATCG01130	Col0_NT	GMUCT	gene
1	8756366	m3C	lncRNA	-	255	AT1G05913	Col0_NT	GMUCT	ncRNA
1	8756366	m3C	snoRNA	-	255	AT1G05917	Col0_NT	GMUCT	ncRNA
2	13499546	Y	lncRNA	+	677	AT2G31751	Col0_NT	GMUCT	ncRNA
2	13499547	m1G	lncRNA	+	651.5	AT2G31751	Col0_NT	GMUCT	ncRNA
2	13499548	m3C	lncRNA	+	650	AT2G31751	Col0_NT	GMUCT	ncRNA
2	15029581	Y	snoRNA	-	2545	AT2G08765	Col0_NT	GMUCT	ncRNA
4	16904714	D	lncRNA	+	113	AT4G09225	Col0_NT	GMUCT	ncRNA
4	18152144	m1G	lncRNA	-	469	AT4G38932	Col0_NT	GMUCT	ncRNA
5	17170621	m1G	lncRNA	-	448.5	AT5G06395	Col0_NT	GMUCT	ncRNA
5	17170622	m1G	lncRNA	-	479.5	AT5G06395	Col0_NT	GMUCT	ncRNA
Mt	8984	i6A|t6A	rRNA	-	200.5	ATMG00020	Col0_NT	GMUCT	ncRNA
Mt	9564	D	rRNA	-	643.5	ATMG00020	Col0_NT	GMUCT	ncRNA
Mt	362602	m1A|m1I|ms2i6A	rRNA	-	5462	ATMG01390	Col0_NT	GMUCT	ncRNA
Mt	362603	m1G	rRNA	-	5555	ATMG01390	Col0_NT	GMUCT	ncRNA
Mt	362691	m2G|m22G	rRNA	-	2988.5	ATMG01390	Col0_NT	GMUCT	ncRNA
Mt	363117	D	rRNA	-	4238.5	ATMG01390	Col0_NT	GMUCT	ncRNA
1	50505	Y	mRNA	-	390.5	AT1G01100	Col0_NT	GMUCT	primarymRNA
1	50508	Y	mRNA	-	669	AT1G01100	Col0_NT	GMUCT	primarymRNA
1	118628	m1A|m1I|ms2i6A	mRNA	+	1009.5	AT1G01300	Col0_NT	GMUCT	primarymRNA
1	225838	Y	mRNA	-	446	AT1G01620	Col0_NT	GMUCT	primarymRNA
1	296472	m1A|m1I|ms2i6A	mRNA	-	166	AT1G01820	Col0_NT	GMUCT	primarymRNA
1	388303	m1A|m1I|ms2i6A	mRNA	-	276	AT1G02090	Col0_NT	GMUCT	primarymRNA
1	1142842	Y	mRNA	-	899.5	AT1G04270	Col0_NT	GMUCT	primarymRNA
1	1142844	m1G	mRNA	-	1071.5	AT1G04270	Col0_NT	GMUCT	primarymRNA
1	1828857	i6A|t6A	mRNA	-	986.5	AT1G06040	Col0_NT	GMUCT	primarymRNA
1	1828858	m1G	mRNA	-	1079.5	AT1G06040	Col0_NT	GMUCT	primarymRNA
1	1828859	m1A|m1I|ms2i6A	mRNA	-	1229.5	AT1G06040	Col0_NT	GMUCT	primarymRNA
1	1828860	m3C	mRNA	-	1355.5	AT1G06040	Col0_NT	GMUCT	primarymRNA
1	2130255	m1A|m1I|ms2i6A	mRNA	-	246.5	AT1G06950	Col0_NT	GMUCT	primarymRNA
1	2130256	m1G	mRNA	-	264	AT1G06950	Col0_NT	GMUCT	primarymRNA
1	2710272	m1G	mRNA	-	116	AT1G08560	Col0_NT	GMUCT	primarymRNA
1	2928698	Y	mRNA	+	1178	AT1G09070	Col0_NT	GMUCT	primarymRNA
1	2928699	m1G	mRNA	+	819	AT1G09070	Col0_NT	GMUCT	primarymRNA
1	3159258	m1G	mRNA	-	482.5	AT1G09760	Col0_NT	GMUCT	primarymRNA
1	3159259	m1G	mRNA	-	539	AT1G09760	Col0_NT	GMUCT	primarymRNA
1	3159260	Y	mRNA	-	616.5	AT1G09760	Col0_NT	GMUCT	primarymRNA
1	3159261	D	mRNA	-	652	AT1G09760	Col0_NT	GMUCT	primarymRNA
1	3564529	Y	mRNA	+	152	AT1G10720	Col0_NT	GMUCT	primarymRNA
1	3755759	m1G	mRNA	-	331.5	AT1G11210	Col0_NT	GMUCT	primarymRNA
1	3755760	m1A|m1I|ms2i6A	mRNA	-	392	AT1G11210	Col0_NT	GMUCT	primarymRNA
1	3755761	m1A|m1I|ms2i6A	mRNA	-	419.5	AT1G11210	Col0_NT	GMUCT	primarymRNA
1	3755762	D	mRNA	-	466	AT1G11210	Col0_NT	GMUCT	primarymRNA
1	3999493	D	mRNA	+	1317	AT1G11850	Col0_NT	GMUCT	primarymRNA
1	3999494	m1G	mRNA	+	1256	AT1G11850	Col0_NT	GMUCT	primarymRNA
1	4002927	m1G	mRNA	+	220.5	AT1G11860	Col0_NT	GMUCT	primarymRNA
1	4090037	Y	mRNA	-	4227	AT1G12090	Col0_NT	GMUCT	primarymRNA
1	4353401	m1G	mRNA	+	132.5	AT1G12770	Col0_NT	GMUCT	primarymRNA
1	4543241	Y	mRNA	+	537.5	AT1G13260	Col0_NT	GMUCT	primarymRNA
1	4543242	D	mRNA	+	500	AT1G13260	Col0_NT	GMUCT	primarymRNA
1	5414166	Y	mRNA	+	153	AT1G15740	Col0_NT	GMUCT	primarymRNA
1	5541553	Y	mRNA	+	162	AT1G16180	Col0_NT	GMUCT	primarymRNA
1	6568536	Y	mRNA	+	302.5	AT1G19020	Col0_NT	GMUCT	primarymRNA
1	6943621	D	mRNA	+	654	AT1G20020	Col0_NT	GMUCT	primarymRNA
1	7084691	Y	mRNA	-	364.5	AT1G20440	Col0_NT	GMUCT	primarymRNA
1	7145233	m1G	mRNA	+	564.5	AT1G20620	Col0_NT	GMUCT	primarymRNA
1	7145758	m3C	mRNA	+	7788.5	AT1G20620	Col0_NT	GMUCT	primarymRNA
1	7145759	Y	mRNA	+	7363	AT1G20620	Col0_NT	GMUCT	primarymRNA
1	7145760	i6A|t6A	mRNA	+	5756.5	AT1G20620	Col0_NT	GMUCT	primarymRNA
1	7145761	m3C	mRNA	+	5174	AT1G20620	Col0_NT	GMUCT	primarymRNA
1	7875732	D	mRNA	+	968.5	AT1G22280	Col0_NT	GMUCT	primarymRNA
1	7895351	D	mRNA	-	446	AT1G22360	Col0_NT	GMUCT	primarymRNA
1	8003963	i6A|t6A	mRNA	+	592	AT1G22630	Col0_NT	GMUCT	primarymRNA
1	8003965	i6A|t6A	mRNA	+	474	AT1G22630	Col0_NT	GMUCT	primarymRNA
1	8006990	m1G	mRNA	+	919	AT1G22640	Col0_NT	GMUCT	primarymRNA
1	8006991	m1A|m1I|ms2i6A	mRNA	+	910	AT1G22640	Col0_NT	GMUCT	primarymRNA
1	8027840	m1A|m1I|ms2i6A	mRNA	+	155.5	AT1G22690	Col0_NT	GMUCT	primarymRNA
1	8052263	Y	mRNA	+	125	AT1G22750	Col0_NT	GMUCT	primarymRNA
1	8064916	Y	mRNA	+	136.5	AT1G22770	Col0_NT	GMUCT	primarymRNA
1	8338385	D	mRNA	+	1838	AT1G23490	Col0_NT	GMUCT	primarymRNA
1	8861287	m1A|m1I|ms2i6A	mRNA	+	378	AT1G25275	Col0_NT	GMUCT	primarymRNA
1	9089714	D	mRNA	-	134	AT1G26270	Col0_NT	GMUCT	primarymRNA
1	9404166	D	mRNA	-	1003	AT1G27090	Col0_NT	GMUCT	primarymRNA
1	9404168	Y	mRNA	-	1341	AT1G27090	Col0_NT	GMUCT	primarymRNA
1	11468820	i6A|t6A	mRNA	+	350	AT1G31930	Col0_NT	GMUCT	primarymRNA
1	11535660	Y	mRNA	-	193	AT1G32070	Col0_NT	GMUCT	primarymRNA
1	12157175	m1G	mRNA	-	236.5	AT1G33520	Col0_NT	GMUCT	primarymRNA
1	13027090	m1A|m1I|ms2i6A	mRNA	+	316.5	AT1G35420	Col0_NT	GMUCT	primarymRNA
1	13027091	m1G	mRNA	+	318	AT1G35420	Col0_NT	GMUCT	primarymRNA
1	19128708	D	mRNA	-	248.5	AT1G51590	Col0_NT	GMUCT	primarymRNA
1	19442877	Y	mRNA	-	127.5	AT1G52200	Col0_NT	GMUCT	primarymRNA
1	19475089	Y	mRNA	-	560	AT1G52300	Col0_NT	GMUCT	primarymRNA
1	20154635	D	mRNA	-	62.5	AT1G54000	Col0_NT	GMUCT	primarymRNA
1	20183682	m1A|m1I|ms2i6A	mRNA	-	430.5	AT1G54080	Col0_NT	GMUCT	primarymRNA
1	20356550	Y	mRNA	+	291.5	AT1G54490	Col0_NT	GMUCT	primarymRNA
1	23790582	Y	mRNA	+	111.5	AT1G64090	Col0_NT	GMUCT	primarymRNA
1	23955125	Y	mRNA	-	325	AT1G64510	Col0_NT	GMUCT	primarymRNA
1	23955126	Y	mRNA	-	326.5	AT1G64510	Col0_NT	GMUCT	primarymRNA
1	24052649	D	mRNA	-	97.5	AT1G64750	Col0_NT	GMUCT	primarymRNA
1	24114854	Y	mRNA	+	273	AT1G64900	Col0_NT	GMUCT	primarymRNA
1	24648354	m1G	mRNA	+	352.5	AT1G66180	Col0_NT	GMUCT	primarymRNA
1	24686778	m1A|m1I|ms2i6A	mRNA	-	1467	AT1G66240	Col0_NT	GMUCT	primarymRNA
1	25709918	D	mRNA	-	278.5	AT1G68520	Col0_NT	GMUCT	primarymRNA
1	25734510	Y	mRNA	-	1743	AT1G68560	Col0_NT	GMUCT	primarymRNA
1	25734512	D	mRNA	-	2017.5	AT1G68560	Col0_NT	GMUCT	primarymRNA
1	26563960	Y	mRNA	-	775	AT1G70490	Col0_NT	GMUCT	primarymRNA
1	26564867	m3C	mRNA	-	1628	AT1G70490	Col0_NT	GMUCT	primarymRNA
1	26564868	m1A|m1I|ms2i6A	mRNA	-	1888.5	AT1G70490	Col0_NT	GMUCT	primarymRNA
1	27835334	Y	mRNA	-	102	AT1G74020	Col0_NT	GMUCT	primarymRNA
1	27863785	m1G	mRNA	+	192	AT1G74090	Col0_NT	GMUCT	primarymRNA
1	27991814	D	mRNA	+	482.5	AT1G74470	Col0_NT	GMUCT	primarymRNA
1	28278030	m1G	mRNA	-	110.5	AT1G75370	Col0_NT	GMUCT	primarymRNA
1	28460675	m1G	mRNA	+	807	AT1G75800	Col0_NT	GMUCT	primarymRNA
1	28460677	Y	mRNA	+	762	AT1G75800	Col0_NT	GMUCT	primarymRNA
1	29736523	Y	mRNA	+	2644	AT1G79040	Col0_NT	GMUCT	primarymRNA
1	30073017	D	mRNA	+	370.5	AT1G79940	Col0_NT	GMUCT	primarymRNA
1	30403920	D	mRNA	-	297.5	AT1G80920	Col0_NT	GMUCT	primarymRNA
2	199585	Y	mRNA	-	291	AT2G01450	Col0_NT	GMUCT	primarymRNA
2	199588	Y	mRNA	-	688	AT2G01450	Col0_NT	GMUCT	primarymRNA
2	528840	D	mRNA	+	1329	AT2G02100	Col0_NT	GMUCT	primarymRNA
2	590557	D	mRNA	-	88.5	AT2G02230	Col0_NT	GMUCT	primarymRNA
2	1967588	D	mRNA	+	18981.5	AT2G05380	Col0_NT	GMUCT	primarymRNA
2	1967589	m1G	mRNA	+	17282	AT2G05380	Col0_NT	GMUCT	primarymRNA
2	1967590	m1G	mRNA	+	16924	AT2G05380	Col0_NT	GMUCT	primarymRNA
2	1967591	D	mRNA	+	15832.5	AT2G05380	Col0_NT	GMUCT	primarymRNA
2	5539678	D	mRNA	-	1501.5	AT2G13360	Col0_NT	GMUCT	primarymRNA
2	7764537	m1G	mRNA	-	524.5	AT2G17870	Col0_NT	GMUCT	primarymRNA
2	7764538	m1G	mRNA	-	546.5	AT2G17870	Col0_NT	GMUCT	primarymRNA
2	7764539	m3C	mRNA	-	580	AT2G17870	Col0_NT	GMUCT	primarymRNA
2	7837892	Y	mRNA	+	1062.5	AT2G18020	Col0_NT	GMUCT	primarymRNA
2	7837893	m1G	mRNA	+	923	AT2G18020	Col0_NT	GMUCT	primarymRNA
2	7837894	m1G	mRNA	+	911	AT2G18020	Col0_NT	GMUCT	primarymRNA
2	7898404	D	mRNA	-	839.5	AT2G18160	Col0_NT	GMUCT	primarymRNA
2	8911990	D	mRNA	-	1425.5	AT2G20670	Col0_NT	GMUCT	primarymRNA
2	8911993	Y	mRNA	-	1621	AT2G20670	Col0_NT	GMUCT	primarymRNA
2	9427350	D	mRNA	-	60	AT2G22170	Col0_NT	GMUCT	primarymRNA
2	9527580	D	mRNA	-	195.5	AT2G22430	Col0_NT	GMUCT	primarymRNA
2	9637474	Y	mRNA	+	107	AT2G22670	Col0_NT	GMUCT	primarymRNA
2	10559868	m1G	mRNA	+	701.5	AT2G24762	Col0_NT	GMUCT	primarymRNA
2	11515140	m1G	mRNA	-	489	AT2G26980	Col0_NT	GMUCT	primarymRNA
2	11528709	D	mRNA	-	258.5	AT2G27020	Col0_NT	GMUCT	primarymRNA
2	11820090	m1G	mRNA	-	926	AT2G27730	Col0_NT	GMUCT	primarymRNA
2	12683630	m1G	mRNA	-	562.5	AT2G29670	Col0_NT	GMUCT	primarymRNA
2	13035425	D	mRNA	+	419.5	AT2G30590	Col0_NT	GMUCT	primarymRNA
2	13418583	Y	mRNA	-	957.5	AT2G31510	Col0_NT	GMUCT	primarymRNA
2	13418584	Y	mRNA	-	993	AT2G31510	Col0_NT	GMUCT	primarymRNA
2	13499546	Y	mRNA	+	677	AT2G31750	Col0_NT	GMUCT	primarymRNA
